raw_cluster,duration_ms,peak_freq_khz,start_freq_khz,end_freq_khz,frequency_drop_khz,f05_khz,f95_khz,bandwidth_90_khz,slope_khz_per_ms,track_coverage,max_track_jump_khz,acoustic_type,description,pulse_count
1,5.151816793893131,47.97829198473283,61.12088501908397,44.944239026717554,16.176645992366414,42.54010615458015,59.342944895038165,16.802838740458014,-3.8679575379771958,0.9908392241342225,8.53560353053435,A,短促宽带下降FM型,131
3,14.99165714285714,85.95145089285714,84.08203125,81.68247767857144,2.399553571428571,81.58482142857139,87.0047433035714,5.419921875000001,-0.3927506980438996,0.9935166928293815,4.938616071428571,B,高频窄带或CF型,70
0,6.843047619047619,36.46995907738095,37.67206101190476,36.90708705357143,0.7649739583333348,33.328683035714285,41.617838541666664,8.28915550595238,-0.24395480463599717,0.9851387443729722,4.9037388392857135,C,低频窄带或缓变型,210
2,9.810933333333333,58.23567708333333,56.36393229166667,58.0078125,-1.643880208333334,31.15234375,83.31705729166667,52.16471354166667,0.11971843571283025,0.999789029535865,8.382161458333332,D,复杂、中间或混合声型,30
